offsetRange,"[C,C#,D,E-,E,F,F#,G,G#,A,B-,B]",triadLabel,triadCoef,coefList,filename
47.0 to 47.66666667,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0]",b-Minor,1.0,"[0.1111111111111111, -0.33333333333333326, 0.1111111111111111, 0.5555555555555556, -0.33333333333333326, -0.33333333333333326, 0.1111111111111111, 0.5555555555555556, -0.33333333333333326, -0.33333333333333326, 0.5555555555555556, -0.33333333333333326, -0.33333333333333326, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, -0.33333333333333326, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, -0.33333333333333326, -0.33333333333333326, 1.0, -0.33333333333333326]",op1no1minuet.csv
48.0 to 48.625,"[0, 0, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0]",b-Major,0.727606875108999,"[-0.24253562503633297, 0.4042260417272217, 0.08084520834544433, -0.24253562503633297, -0.24253562503633297, 0.4042260417272217, -0.24253562503633297, 0.08084520834544433, -0.24253562503633297, -0.24253562503633297, 0.727606875108999, -0.24253562503633297, -0.24253562503633297, 0.4042260417272217, 0.08084520834544433, -0.24253562503633297, -0.24253562503633297, 0.727606875108999, -0.24253562503633297, -0.24253562503633297, 0.4042260417272217, -0.24253562503633297, 0.08084520834544433, -0.24253562503633297]",op1no1minuet.csv
49.0 to 49.625,"[0, 0, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0]",b-Major,0.727606875108999,"[-0.24253562503633297, 0.4042260417272217, 0.08084520834544433, -0.24253562503633297, -0.24253562503633297, 0.4042260417272217, -0.24253562503633297, 0.08084520834544433, -0.24253562503633297, -0.24253562503633297, 0.727606875108999, -0.24253562503633297, -0.24253562503633297, 0.4042260417272217, 0.08084520834544433, -0.24253562503633297, -0.24253562503633297, 0.727606875108999, -0.24253562503633297, -0.24253562503633297, 0.4042260417272217, -0.24253562503633297, 0.08084520834544433, -0.24253562503633297]",op1no1minuet.csv
50.0 to 50.875,"[1, 0, 1, 1, 0, 2, 0, 0, 0, 0, 0, 0]",fMajor,0.5261522196019803,"[-0.07516460280028286, 0.22549380840084873, -0.07516460280028286, -0.07516460280028286, -0.3758230140014145, 0.5261522196019803, -0.3758230140014145, -0.07516460280028286, 0.22549380840084865, -0.3758230140014144, 0.5261522196019802, -0.07516460280028286, -0.07516460280028286, 0.2254938084008487, -0.07516460280028286, 0.22549380840084865, -0.3758230140014144, 0.5261522196019802, -0.07516460280028286, -0.3758230140014144, 0.5261522196019803, -0.3758230140014145, -0.07516460280028286, -0.07516460280028285]",op1no1minuet.csv
51.0 to 51.0,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 0]",b-Major,0.727606875108999,"[-0.24253562503633297, -0.24253562503633297, 0.08084520834544433, 0.4042260417272217, -0.24253562503633297, -0.24253562503633297, 0.4042260417272217, 0.08084520834544433, -0.24253562503633297, -0.24253562503633297, 0.727606875108999, -0.24253562503633297, -0.24253562503633297, 0.4042260417272217, 0.08084520834544433, -0.24253562503633297, -0.24253562503633297, 0.08084520834544433, 0.4042260417272217, -0.24253562503633297, -0.24253562503633297, -0.24253562503633297, 0.727606875108999, -0.24253562503633297]",op1no1minuet.csv
52.0 to 52.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",c#Minor,0.5222329678670936,"[-0.17407765595569785, -0.17407765595569785, -0.17407765595569782, 0.5222329678670935, -0.17407765595569785, -0.17407765595569785, 0.5222329678670935, -0.17407765595569785, -0.17407765595569785, -0.17407765595569785, 0.5222329678670935, -0.17407765595569785, -0.17407765595569785, 0.5222329678670936, -0.17407765595569785, -0.17407765595569782, -0.17407765595569785, -0.17407765595569785, 0.5222329678670935, -0.17407765595569782, -0.17407765595569785, -0.17407765595569785, 0.5222329678670935, -0.17407765595569782]",op1no1minuet.csv
53.0 to 53.66666667,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0]",b-Minor,1.0,"[0.1111111111111111, -0.33333333333333326, 0.1111111111111111, 0.5555555555555556, -0.33333333333333326, -0.33333333333333326, 0.1111111111111111, 0.5555555555555556, -0.33333333333333326, -0.33333333333333326, 0.5555555555555556, -0.33333333333333326, -0.33333333333333326, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, -0.33333333333333326, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, -0.33333333333333326, -0.33333333333333326, 1.0, -0.33333333333333326]",op1no1minuet.csv
54.0 to 54.625,"[0, 0, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0]",b-Major,0.6793662204867575,"[-0.22645540682891918, 0.45291081365783836, 2.5141600671232298e-17, -0.22645540682891918, -0.2264554068289192, 0.45291081365783836, -0.22645540682891918, 6.2854001678080746e-18, -0.22645540682891918, -0.22645540682891918, 0.6793662204867575, -0.22645540682891918, -0.22645540682891918, 0.45291081365783836, 6.2854001678080746e-18, -0.22645540682891918, -0.22645540682891918, 0.6793662204867575, -0.22645540682891918, -0.22645540682891918, 0.45291081365783836, -0.2264554068289192, 6.2854001678080746e-18, -0.22645540682891918]",op1no1minuet.csv
55.0 to 55.625,"[0, 0, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0]",b-Major,0.6793662204867575,"[-0.22645540682891918, 0.45291081365783836, 2.5141600671232298e-17, -0.22645540682891918, -0.2264554068289192, 0.45291081365783836, -0.22645540682891918, 6.2854001678080746e-18, -0.22645540682891918, -0.22645540682891918, 0.6793662204867575, -0.22645540682891918, -0.22645540682891918, 0.45291081365783836, 6.2854001678080746e-18, -0.22645540682891918, -0.22645540682891918, 0.6793662204867575, -0.22645540682891918, -0.22645540682891918, 0.45291081365783836, -0.2264554068289192, 6.2854001678080746e-18, -0.22645540682891918]",op1no1minuet.csv
56.0 to 56.875,"[1, 0, 1, 1, 0, 3, 0, 0, 0, 0, 0, 0]",fMajor,0.5555555555555556,"[-0.1111111111111111, 0.33333333333333326, -0.1111111111111111, -0.1111111111111111, -0.33333333333333326, 0.5555555555555556, -0.33333333333333326, -0.1111111111111111, 0.1111111111111111, -0.33333333333333326, 0.5555555555555556, -0.1111111111111111, -0.1111111111111111, 0.33333333333333326, -0.1111111111111111, 0.1111111111111111, -0.33333333333333326, 0.5555555555555556, -0.1111111111111111, -0.33333333333333326, 0.5555555555555556, -0.33333333333333326, -0.1111111111111111, -0.1111111111111111]",op1no1minuet.csv
57.0 to 57.0,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 0]",b-Major,0.727606875108999,"[-0.24253562503633297, -0.24253562503633297, 0.08084520834544433, 0.4042260417272217, -0.24253562503633297, -0.24253562503633297, 0.4042260417272217, 0.08084520834544433, -0.24253562503633297, -0.24253562503633297, 0.727606875108999, -0.24253562503633297, -0.24253562503633297, 0.4042260417272217, 0.08084520834544433, -0.24253562503633297, -0.24253562503633297, 0.08084520834544433, 0.4042260417272217, -0.24253562503633297, -0.24253562503633297, -0.24253562503633297, 0.727606875108999, -0.24253562503633297]",op1no1minuet.csv
60.0 to 60.625,"[1, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0]",fMajor,0.9258200997725514,"[-3.426222638094154e-17, 0.30860669992418377, -2.5696669785706156e-17, -0.30860669992418377, -0.30860669992418377, 0.9258200997725514, -0.30860669992418377, -0.30860669992418377, -1.713111319047077e-17, -3.426222638094154e-17, 0.30860669992418377, -0.30860669992418377, 0.30860669992418377, 0.30860669992418377, -0.30860669992418377, -2.5696669785706156e-17, -0.3086066999241839, 0.6172133998483675, -0.30860669992418377, -0.3086066999241839, 0.6172133998483675, 0.0, -0.30860669992418377, -0.3086066999241839]",op1no1minuet.csv
61.0 to 61.625,"[1, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0]",fMajor,0.9258200997725514,"[-3.426222638094154e-17, 0.30860669992418377, -2.5696669785706156e-17, -0.30860669992418377, -0.30860669992418377, 0.9258200997725514, -0.30860669992418377, -0.30860669992418377, -1.713111319047077e-17, -3.426222638094154e-17, 0.30860669992418377, -0.30860669992418377, 0.30860669992418377, 0.30860669992418377, -0.30860669992418377, -2.5696669785706156e-17, -0.3086066999241839, 0.6172133998483675, -0.30860669992418377, -0.3086066999241839, 0.6172133998483675, 0.0, -0.30860669992418377, -0.3086066999241839]",op1no1minuet.csv
62.0 to 62.625,"[0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 0, 0]",fMajor,0.6793662204867574,"[-0.22645540682891913, 0.4529108136578383, 6.285400167808074e-18, -0.22645540682891915, -0.22645540682891915, 0.6793662204867574, -0.22645540682891915, -0.22645540682891915, -0.22645540682891915, 2.5141600671232295e-17, 0.45291081365783825, -0.22645540682891915, 2.5141600671232295e-17, 0.4529108136578383, -0.22645540682891915, -0.22645540682891915, -0.22645540682891915, 0.6793662204867574, -0.22645540682891915, -0.22645540682891915, 0.4529108136578383, 0.0, -0.22645540682891915, -0.22645540682891915]",op1no1minuet.csv
63.0 to 63.875,"[0, 0, 0, 0, 1, 1, 0, 2, 0, 0, 1, 0]",cMajor,0.5261522196019802,"[0.5261522196019802, -0.07516460280028288, -0.3758230140014144, 0.5261522196019802, -0.07516460280028288, -0.07516460280028288, -0.07516460280028286, 0.22549380840084873, -0.3758230140014145, -0.07516460280028288, 0.22549380840084865, -0.3758230140014144, -0.07516460280028288, 0.22549380840084865, -0.3758230140014144, 0.2254938084008487, -0.07516460280028288, -0.07516460280028288, -0.07516460280028285, 0.5261522196019802, -0.07516460280028288, -0.3758230140014144, 0.5261522196019802, -0.3758230140014145]",op1no1minuet.csv
64.0 to 64.5,"[0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]",b-Major,0.2581988897471611,"[0.25819888974716104, 0.25819888974716104, -0.25819888974716115, 0.25819888974716104, -0.2581988897471611, 0.25819888974716104, -0.2581988897471611, 0.25819888974716104, -0.2581988897471611, -0.25819888974716115, 0.2581988897471611, -0.25819888974716115, -0.25819888974716115, 0.25819888974716104, -0.25819888974716115, 0.25819888974716104, -0.25819888974716115, 0.25819888974716104, -0.25819888974716115, 0.25819888974716104, 0.25819888974716104, -0.25819888974716115, 0.25819888974716104, -0.2581988897471611]",op1no1minuet.csv
65.0 to 65.5,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]",cMajor,0.25819888974716115,"[0.25819888974716115, -0.25819888974716115, 0.25819888974716104, 0.2581988897471611, -0.25819888974716115, 0.2581988897471611, -0.25819888974716115, 0.2581988897471611, -0.25819888974716115, 0.2581988897471611, -0.25819888974716115, -0.25819888974716115, 0.2581988897471611, -0.25819888974716115, -0.25819888974716115, 0.2581988897471611, -0.25819888974716115, 0.2581988897471611, -0.25819888974716115, 0.2581988897471611, -0.25819888974716115, 0.2581988897471611, 0.2581988897471611, -0.25819888974716115]",op1no1minuet.csv
66.0 to 66.625,"[2, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0]",cMajor,0.9505863757867168,"[0.9505863757867169, -0.3168621252622389, -0.3168621252622389, -0.06337242505244776, 0.1901172751573434, 0.19011727515734342, -0.3168621252622389, -0.06337242505244776, 0.1901172751573434, 0.19011727515734342, -0.3168621252622389, -0.316862125262239, 0.6970966755769257, -0.316862125262239, -0.316862125262239, 0.4436069753671345, 0.19011727515734342, -0.3168621252622389, -0.316862125262239, 0.4436069753671345, 0.19011727515734342, -0.316862125262239, -0.06337242505244776, -0.3168621252622389]",op1no1minuet.csv
67.0 to 67.625,"[2, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0]",cMajor,0.9505863757867168,"[0.9505863757867169, -0.3168621252622389, -0.3168621252622389, -0.06337242505244776, 0.1901172751573434, 0.19011727515734342, -0.3168621252622389, -0.06337242505244776, 0.1901172751573434, 0.19011727515734342, -0.3168621252622389, -0.316862125262239, 0.6970966755769257, -0.316862125262239, -0.316862125262239, 0.4436069753671345, 0.19011727515734342, -0.3168621252622389, -0.316862125262239, 0.4436069753671345, 0.19011727515734342, -0.316862125262239, -0.06337242505244776, -0.3168621252622389]",op1no1minuet.csv
68.0 to 68.625,"[1, 0, 0, 0, 2, 0, 0, 1, 0, 0, 1, 0]",cMajor,0.8268106308031119,"[0.8268106308031119, -0.3758230140014144, -0.3758230140014144, 0.2254938084008487, 0.2254938084008487, -0.07516460280028286, -0.07516460280028289, -0.07516460280028286, -0.07516460280028286, 0.22549380840084873, -0.07516460280028285, -0.3758230140014145, 0.5261522196019803, -0.07516460280028286, -0.3758230140014145, 0.22549380840084865, 0.22549380840084873, -0.3758230140014144, -0.07516460280028286, 0.5261522196019802, -0.07516460280028286, -0.3758230140014145, 0.2254938084008487, -0.3758230140014144]",op1no1minuet.csv
69.0 to 69.875,"[1, 0, 0, 0, 0, 2, 0, 0, 0, 1, 1, 0]",fMajor,0.8268106308031118,"[-0.07516460280028286, 0.22549380840084873, -0.07516460280028286, -0.07516460280028286, -0.3758230140014145, 0.8268106308031118, -0.07516460280028289, -0.3758230140014145, -0.07516460280028288, -0.07516460280028285, 0.5261522196019802, -0.3758230140014145, 0.22549380840084865, 0.5261522196019802, -0.3758230140014145, -0.07516460280028286, -0.3758230140014144, 0.5261522196019802, -0.07516460280028286, -0.3758230140014144, 0.5261522196019803, -0.07516460280028289, -0.07516460280028286, -0.3758230140014144]",op1no1minuet.csv
70.0 to 70.5,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",e-Minor,0.2581988897471611,"[0.25819888974716104, -0.25819888974716115, -0.2581988897471611, 0.25819888974716104, -0.25819888974716115, 0.25819888974716104, 0.25819888974716104, -0.2581988897471611, 0.25819888974716104, -0.25819888974716115, 0.25819888974716104, -0.2581988897471611, 0.25819888974716104, 0.258198889747161, -0.2581988897471611, 0.2581988897471611, -0.25819888974716115, -0.2581988897471611, 0.25819888974716104, -0.2581988897471611, 0.25819888974716104, -0.2581988897471611, 0.25819888974716104, -0.2581988897471611]",op1no1minuet.csv
71.0 to 71.5,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",fMinor,0.2581988897471611,"[0.25819888974716104, -0.25819888974716115, 0.25819888974716104, -0.25819888974716115, -0.2581988897471611, 0.25819888974716104, -0.25819888974716115, 0.25819888974716104, 0.25819888974716104, -0.25819888974716115, 0.25819888974716104, -0.25819888974716115, 0.25819888974716104, -0.25819888974716115, 0.25819888974716104, 0.25819888974716104, -0.25819888974716115, 0.2581988897471611, -0.25819888974716115, -0.2581988897471611, 0.25819888974716104, -0.2581988897471611, 0.25819888974716104, -0.2581988897471611]",op1no1minuet.csv
72.0 to 72.875,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",fMajor,0.7745966692414831,"[0.25819888974716104, 0.25819888974716104, -0.25819888974716115, -0.2581988897471611, -0.2581988897471611, 0.7745966692414831, -0.2581988897471611, -0.2581988897471611, 0.25819888974716104, -0.25819888974716115, 0.25819888974716104, -0.2581988897471611, 0.25819888974716104, 0.25819888974716104, -0.2581988897471611, 0.25819888974716104, -0.25819888974716115, 0.25819888974716104, -0.2581988897471611, -0.2581988897471611, 0.7745966692414831, -0.2581988897471611, -0.2581988897471611, -0.25819888974716115]",op1no1minuet.csv
73.0 to 73.75,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",fMajor,0.7745966692414831,"[0.25819888974716104, -0.25819888974716115, 0.25819888974716104, -0.2581988897471611, -0.2581988897471611, 0.7745966692414831, -0.25819888974716115, -0.2581988897471611, 0.25819888974716104, 0.25819888974716104, -0.2581988897471611, -0.2581988897471611, 0.7745966692414831, -0.2581988897471612, -0.2581988897471611, 0.25819888974716104, -0.25819888974716115, 0.25819888974716104, -0.2581988897471611, -0.2581988897471611, 0.25819888974716104, 0.25819888974716104, -0.2581988897471611, -0.25819888974716115]",op1no1minuet.csv
74.0 to 74.0,"[0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0]",c#Major,0.5222329678670936,"[-0.17407765595569782, 0.5222329678670936, -0.17407765595569785, -0.17407765595569785, -0.17407765595569782, 0.5222329678670936, -0.17407765595569785, -0.17407765595569785, -0.17407765595569785, -0.17407765595569785, 0.5222329678670935, -0.17407765595569785, -0.17407765595569785, 0.5222329678670935, -0.17407765595569785, -0.17407765595569785, -0.17407765595569785, 0.5222329678670935, -0.17407765595569785, -0.17407765595569785, 0.5222329678670936, -0.17407765595569785, -0.17407765595569785, -0.17407765595569785]",op1no1minuet.csv
75.0 to 75.875,"[1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]",cMajor,0.5555555555555556,"[0.5555555555555556, 0.1111111111111111, -0.33333333333333326, -0.33333333333333326, 0.1111111111111111, 0.5555555555555556, -0.33333333333333326, -0.33333333333333326, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, -0.33333333333333326, 0.5555555555555556, 0.1111111111111111, -0.33333333333333326, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, -0.33333333333333326, 0.1111111111111111, 0.5555555555555556, -0.33333333333333326, -0.33333333333333326, -0.33333333333333326]",op1no1minuet.csv
76.0 to 76.875,"[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0]",b-Major,0.5555555555555556,"[0.1111111111111111, -0.33333333333333326, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, -0.33333333333333326, 0.1111111111111111, 0.1111111111111111, -0.33333333333333326, 0.1111111111111111, 0.5555555555555556, -0.33333333333333326, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, -0.33333333333333326, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, -0.33333333333333326, -0.33333333333333326, 0.5555555555555556, -0.33333333333333326]",op1no1minuet.csv
77.0 to 77.875,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0]",dMajor,0.5555555555555556,"[0.1111111111111111, -0.33333333333333326, 0.5555555555555556, -0.33333333333333326, -0.33333333333333326, 0.5555555555555556, -0.33333333333333326, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, -0.33333333333333326, 0.5555555555555556, -0.33333333333333326, 0.1111111111111111, 0.1111111111111111, -0.33333333333333326, 0.5555555555555556, -0.33333333333333326, -0.33333333333333326, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, -0.33333333333333326]",op1no1minuet.csv
78.0 to 78.875,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 0]",b-Minor,0.6172133998483675,"[-3.426222638094154e-17, -0.30860669992418377, -2.1413891488088462e-17, 0.3086066999241837, -0.30860669992418377, -1.713111319047077e-17, 0.3086066999241837, -3.426222638094154e-17, -3.426222638094154e-17, -0.30860669992418377, 0.6172133998483674, -0.30860669992418377, -1.713111319047077e-17, 0.3086066999241837, -3.426222638094154e-17, -3.426222638094154e-17, -0.30860669992418377, -3.426222638094154e-17, 0.3086066999241837, -0.30860669992418377, -1.713111319047077e-17, -0.30860669992418377, 0.6172133998483675, -0.30860669992418377]",op1no1minuet.csv
79.0 to 79.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",fMajor,0.7745966692414831,"[0.25819888974716104, -0.25819888974716115, 0.25819888974716104, -0.2581988897471611, -0.2581988897471611, 0.7745966692414831, -0.25819888974716115, -0.2581988897471611, 0.25819888974716104, 0.25819888974716104, -0.2581988897471611, -0.2581988897471611, 0.7745966692414831, -0.2581988897471612, -0.2581988897471611, 0.25819888974716104, -0.25819888974716115, 0.25819888974716104, -0.2581988897471611, -0.2581988897471611, 0.25819888974716104, 0.25819888974716104, -0.2581988897471611, -0.25819888974716115]",op1no1minuet.csv
